slide_id,start,length,reservoir_positions,source_tile_indices
T334-1-1-4,6336,8,"[193, 525, 556, 571, 602, 632, 645, 859]","[611, 1702, 1798, 1842, 1966, 2066, 2112, 2852]"
T334_1-1,6344,8,"[482, 555, 578, 598, 676, 793, 798, 942]","[1769, 2025, 2102, 2179, 2447, 2817, 2827, 3314]"
T45-1-1-USS,6352,8,"[82, 116, 120, 129, 579, 648, 766, 862]","[220, 295, 323, 364, 1671, 1864, 2210, 2493]"
T45-1-1-USS-2,6360,8,"[157, 213, 388, 761, 868, 900, 927, 938]","[400, 561, 1074, 2120, 2426, 2512, 2597, 2621]"
T45_1-1,6368,8,"[240, 415, 484, 573, 673, 703, 1005, 1008]","[650, 1107, 1299, 1568, 1845, 1926, 2788, 2792]"
TH499-21-4,6376,8,"[4, 260, 532, 534, 565, 607, 648, 878]","[75, 3020, 6397, 6456, 6864, 7491, 7981, 10468]"
TH554-23-2,6384,8,"[144, 519, 541, 616, 622, 631, 699, 709]","[144, 519, 541, 616, 622, 631, 699, 709]"
TH675-23-1,6392,8,"[47, 78, 79, 490, 626, 654, 818, 981]","[47, 78, 79, 490, 626, 654, 818, 981]"
b22_1101_msi,6400,8,"[146, 220, 481, 536, 685, 793, 931, 972]","[2989, 4591, 9163, 10686, 13911, 15929, 18341, 19095]"
b22_1285_22,6408,8,"[89, 182, 273, 511, 574, 664, 687, 870]","[1168, 2281, 3462, 6566, 7299, 8602, 8906, 11229]"
b23_2222msi,6416,8,"[88, 115, 279, 500, 620, 645, 748, 849]","[120, 155, 382, 713, 893, 926, 1069, 1218]"
